0.714289661		-0.16191
0.716212048		-0.16722
0.718158615		-0.16152
0.720081003		-0.15202
0.72200318		-0.16522
0.753465953		-0.12976
0.75538834		-0.14462
0.757310728		-0.1339
0.759232905		-0.13245
0.761155292		-0.12581
0.79196101		-0.13972
0.793907787		-0.14596
0.795829965		-0.13432
0.797776742		-0.16512
0.799674739		-0.1386
0.831186082		-0.19184
0.833132649		-0.11176
0.835030647		-0.11843
0.836953034		-0.16653
0.838899601		-0.1101
0.870411153		-0.08911
0.872333331		-0.0852
0.874255718		-0.07906
0.876178106		-0.06069
0.878100283		-0.06851
0.909733365		-0.02043
0.911655752		-0.03089
0.913578139		-0.02702
0.915500317		-0.03181
0.917422704		-0.01677
0.861201986		-0.11246
0.862394148		-0.11681
0.86358652		-0.10527
0.864778893		-0.09451
0.865971265		-0.10649
0.899794182		-0.06137
0.903395479		-0.0266
0.904587851		-0.04792
0.939165173		0.03046
0.940357545		0.00072
0.941549918		-0.00143
0.94274229		0.01735
0.943934452		0.02323
0.660575216		-0.19064
0.662521994		-0.20323
0.66444417		-0.17499
0.666366558		-0.19678
0.668288946		-0.20014
0.699045883		-0.17216
0.700968271		-0.16235
0.702890658		-0.18388
0.704812836		-0.16505
0.706735223		-0.192
0.738270955		-0.1558
0.740217522		-0.15719
0.74211552		-0.15743
0.744062297		-0.14108
0.746008864		-0.16456
0.755498852		-0.27537
0.756958672		-0.27552
0.758394523		-0.23949
0.759854343		-0.18187
0.761289984		-0.25297
0.79525903		-0.16428
0.796694671		-0.1418
0.798130522		-0.15368
0.799566162		-0.17307
0.801001802		-0.15666
0.946334125		0.02018
0.947550677		0.03859
0.948743049		0.02537
0.949959601		0.03724
0.951176363		0.02079
0.9849505		-0.05579
0.986167262		-0.06015
0.987359424		-0.07621
0.988551796		-0.05435
0.989744169		-0.09095
0.024297101		-0.5932
0.025489473		-0.60217
0.112358341		-1.47568
0.113550713		-1.42019
0.114742875		-1.40186
0.860349223		-0.11532
0.861565985		-0.10144
0.862758147		-0.11982
0.863926129		-0.09111
0.865118501		-0.10257
0.898917239		-0.03348
0.900133791		-0.00822
0.901301773		-0.04065
0.902494145		-0.06065
0.903686517		-0.0067
0.938166491		0.01152
0.939334473		-0.0012
0.940526845		-0.01591
0.941719218		0.0259
0.942911379		0.00807
0.977415742		-0.04368
0.978632504		-0.07828
0.979824876		-0.02742
0.981017038		-0.05611
0.98220941		-0.02789
0.016665204		-0.41976
0.019074128		-0.48363
0.021434483		-0.54218
0.059394012		-1.17069
0.060586385		-1.18949
0.061778757		-1.22017
0.06297092		-1.25013
0.064163292		-1.28295
0.098034988		-1.48088
0.099227361		-1.458
0.100419733		-1.43149
0.101611895		-1.46124
0.102804267		-1.4415
0.138598352		-1.24154
