0.704361706		0.32578
0.706357053		0.34328
0.708279441		0.34479
0.710226007		0.33308
0.712148395		0.30994
0.743537998		0.36196
0.745509165		0.37081
0.747431343		0.37432
0.74935373		0.36947
0.751300297		0.37273
0.782081834		0.40442
0.784028402		0.39961
0.785950789		0.33414
0.787872967		0.41075
0.789795354		0.38203
0.821331086		0.33593
0.823253474		0.40329
0.825175862		0.35347
0.827122428		0.36664
0.829020426		0.3437
0.860556159		0.41708
0.862454156		0.40928
0.864400723		0.42324
0.866323111		0.42874
0.868245498		0.43865
0.899732451		0.49975
0.901679228		0.46116
0.903601405		0.45234
0.905523793		0.46957
0.907567709		0.42572
0.942558819		0.40399
0.944529776		0.45057
0.94839873		0.4223
0.950321118		0.48735
0.854899508		0.39171
0.856164839		0.40437
0.857357211		0.38925
0.858549583		0.3649
0.859766135		0.37175
0.893564873		0.42833
0.894781635		0.46767
0.895974008		0.45842
0.897166169		0.43768
0.898382932		0.45333
0.932935864		0.49583
0.934128236		0.51024
0.935320608		0.47945
0.93653716		0.91792
0.937729532		0.50706
0.972258286		0.4685
0.973572187		0.41142
0.650647262		0.32753
0.652618428		0.31976
0.654564996		0.32935
0.656487383		0.32465
0.65843395		0.32243
0.689191099		0.31143
0.691113275		0.33556
0.693035662		0.32134
0.69498223		0.31664
0.696904617		0.35137
0.72839178		0.33441
0.730313957		0.32265
0.732236345		0.35624
0.734182912		0.329
0.73612969		0.34485
0.747931252		0.37854
0.749488421		0.22464
0.750924062		0.22837
0.752384093		0.26592
0.753819732		0.26303
0.787788779		0.33145
0.789224419		0.3436
0.79066006		0.32914
0.792120091		0.28556
0.793555732		0.32681
0.807863778		0.35647
0.809055939		0.35364
0.810248312		0.34667
0.940007467		0.5331
0.941297188		0.51594
0.94251374		0.52647
0.943706112		0.51661
0.944898484		0.53172
0.978721191		0.49474
0.979937953		0.47569
0.981130325		0.48007
0.982322487		0.46735
0.983539249		0.4622
0.018043403		0.12082
0.019260165		0.09013
0.020452537		0.0774
0.021669089		0.0694
0.022861461		0.03123
0.854095734		0.4132
0.855360855		0.39143
0.856529048		0.39735
0.8577456		0.40904
0.858937972		0.41684
0.89271232		0.453
0.893904692		0.4573
0.895121244		0.4181
0.896289226		0.46639
0.897505988		0.45976
0.932010141		0.508
0.933178124		0.5008
0.934370496		0.50793
0.935562868		0.50433
0.93675524		0.50928
0.971235213		0.52656
0.972427585		0.52856
0.973619747		0.48554
0.974812119		0.48276
0.976004491		0.48799
0.010508855		0.25788
0.011701227		0.22713
0.012893389		0.21118
0.014085761		0.1761
0.015253743		0.18727
0.053164704		-0.36496
0.054405645		-0.39259
0.055598017		-0.40588
0.05679039		-0.41875
0.057982762		-0.4578
0.09173272		-0.69669
0.092925093		-0.68786
0.094117465		-0.68199
0.095285447		-0.66872
0.096477609		-0.69602
0.132417612		-0.60162
0.133609984		-0.64683
0.134802357		-0.60675
0.171812993		-0.52076
0.173005365		-0.37679
0.174197527		-0.52054
0.175365509		-0.4932
